accession	name in vcf	include in map	include in network	include in admixture	admixture_expanded	big_admix?	selection scan pop	admix pop	network color	population	population	latitude	longitude	ploidy_man_curated	nquire ploidy	proportion_het%_to_NT1	Number_S_haplogroups	Species_fin	source	source_type	snps (2n)	collector, comments	admix	twisst Siberia	selection_test	est-sfs	demographic modeling pops	file to upload	ENA accession				
TE_10.1-2	TE_10.1-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.1-2_1.fq.gz	ERS18382982				
TE_10.2-1	TE_10.2-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.2-1_1.fq.gz	ERS18382983				
TE_10.2-2	TE_10.2-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.2-2_1.fq.gz	ERS18382984				
TE_10.3-1	TE_10.3-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.3-1_1.fq.gz	ERS18382985				
TE_10.3-2	TE_10.3-2	yes	yes	yes	yes	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,39	2	A. lyrata	Kolesnikova et al. 2023	published		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	published	ERS14775782				
TE_10.4-1	TE_10.4-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,34	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.4-1_1.fq.gz	ERS18382986				
TE_10.4-2	TE_10.4-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.4-2_1.fq.gz	ERS18382987				
TE_10.5-1	TE_10.5-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.5-1_1.fq.gz	ERS18382988				
TE_10.5-2	TE_10.5-2	yes	yes	yes	yes	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.5-2_1.fq.gz	ERS18382989				
TE_10.6-1	TE_10.6-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.6-1_1.fq.gz	ERS18382990				
TE_10.6-2	TE_10.6-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.6-2_1.fq.gz	ERS18382991				
TE_10.7-1	TE_10.7-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.7-1_1.fq.gz	ERS18382992				
TE_10.7-2	TE_10.7-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.7-2_1.fq.gz	ERS18382993				
TE_10.8-1	TE_10.8-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.8-1_1.fq.gz	ERS18382994				
TE_10.8-2	TE_10.8-2	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.8-2_1.fq.gz	ERS18382995				
TE_10.9-1	TE_10.9-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.9-1_1.fq.gz	ERS18382996				
TE_10.9-2	TE_10.9-2	yes	yes	yes	yes	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.9-2_1.fq.gz	ERS18382997				
TE_11.1-1	TE_11.1-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.1-1_1.fq.gz	ERS18382998				
TE_11.1-2	TE_11.1-2	yes	yes	yes	yes	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata	Kolesnikova et al. 2023	published		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	published	ERS14775783				
TE_11.10-1	TE_11.10-1	yes	yes	yes	yes	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.10-1_1.fq.gz	ERS18382999				
TE_11.10-2	TE_11.10-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.10-2_1.fq.gz	ERS18383000				
TE_11.2-1	TE_11.2-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.2-1_1.fq.gz	ERS18383001				
TE_11.2-2	TE_11.2-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.2-2_1.fq.gz	ERS18383002				
TE_11.3-1	TE_11.3-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,39	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.3-1_1.fq.gz	ERS18383003				
TE_11.3-2	TE_11.3-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.3-2_1.fq.gz	ERS18383004				
TE_11.4-1	TE_11.4-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.4-1_1.fq.gz	ERS18383005				
TE_11.4-2	TE_11.4-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.4-2_1.fq.gz	ERS18383006				
TE_11.5-1	TE_11.5-1	yes	yes	yes	yes	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.5-1_1.fq.gz	ERS18383007				
TE_11.5-2	TE_11.5-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	3	0,31	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.5-2_1.fq.gz	ERS18383008				
TE_11.6-1	TE_11.6-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.6-1_1.fq.gz	ERS18383009				
TE_11.6-2	TE_11.6-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	3	0,29	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.6-2_1.fq.gz	ERS18383010				
TE_11.7-1	TE_11.7-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.7-1_1.fq.gz	ERS18383011				
TE_11.7-2	TE_11.7-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.7-2_1.fq.gz	ERS18383012				
TE_11.8-1	TE_11.8-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.8-1_1.fq.gz	ERS18383013				
TE_11.8-2	TE_11.8-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,33	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.8-2_1.fq.gz	ERS18383014				
TE_11.9-1	TE_11.9-1	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.9-1_1.fq.gz	ERS18383015				
TE_11.9-2	TE_11.9-2	yes	yes	no	no	yes	LE_2n	TE11	blue	WS_2n	West_Siberia_2n	68.94298	77.75131	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_11.9-2_1.fq.gz	ERS18383016				
TE_3.1-1	TE_3.1-1	yes	yes	yes	yes	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	3	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.1-1_1.fq.gz	ERS18383017				
TE_3.1-2	TE_3.1-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.1-2_1.fq.gz	ERS18383018				
TE_3.2-1	TE_3.2-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.2-1_1.fq.gz	ERS18383019				
TE_3.2-2	TE_3.2-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.2-2_1.fq.gz	ERS18383020				
TE_3.3-1	TE_3.3-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.3-1_1.fq.gz	ERS18383021				
TE_3.3-2	TE_3.3-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.3-2_1.fq.gz	ERS18383022				
TE_3.4-1	TE_3.4-1	yes	yes	yes	yes	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.4-1_1.fq.gz	ERS18383023				
TE_3.4-2	TE_3.4-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.4-2_1.fq.gz	ERS18383024				
TE_3.5-1	TE_3.5-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.5-1_1.fq.gz	ERS18383025				
TE_3.5-2	TE_3.5-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.5-2_1.fq.gz	ERS18383026				
TE_3.6-1	TE_3.6-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.6-1_1.fq.gz	ERS18383027				
TE_3.6-2	TE_3.6-2	yes	yes	yes	yes	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.6-2_1.fq.gz	ERS18383028				
TE_3.7-1	TE_3.7-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.7-1_1.fq.gz	ERS18383029				
TE_3.7-2	TE_3.7-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,36	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.7-2_1.fq.gz	ERS18383030				
TE_3.8-1	TE_3.8-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.8-1_1.fq.gz	ERS18383031				
TE_3.8-2	TE_3.8-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,35	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.8-2_1.fq.gz	ERS18383032				
TE_3.9-1	TE_3.9-1	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.9-1_1.fq.gz	ERS18383033				
TE_3.9-2	TE_3.9-2	yes	yes	no	no	yes	LE_2n	TE3	blue	WS_2n	West_Siberia_2n	68.72591	77.74032	2	2	0,40	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_3.9-2_1.fq.gz	ERS18383034				
TE_4.10-1	TE_4.10-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,36	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.10-1_1.fq.gz	ERS18383035				
TE_4.10-2	TE_4.10-2	yes	yes	yes	yes	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,37	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.10-2_1.fq.gz	ERS18383036				
TE_4.11-1	TE_4.11-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.11-1_1.fq.gz	ERS18383037				
TE_4.11-2	TE_4.11-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	4	0,56	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.11-2_1.fq.gz	ERS18383038				
TE_4.2-1	TE_4.2-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.2-1_1.fq.gz	ERS18383039				
TE_4.2-2	TE_4.2-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.2-2_1.fq.gz	ERS18383040				
TE_4.3-1	TE_4.3-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,40	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.3-1_1.fq.gz	ERS18383041				
TE_4.3-2	TE_4.3-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.3-2_1.fq.gz	ERS18383042				
TE_4.4-1	TE_4.4-1	yes	yes	yes	yes	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,33	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.4-1_1.fq.gz	ERS18383043				
TE_4.4-2	TE_4.4-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,37	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.4-2_1.fq.gz	ERS18383044				
TE_4.5-1	TE_4.5-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,41	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.5-1_1.fq.gz	ERS18383045				
TE_4.5-2	TE_4.5-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,39	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.5-2_1.fq.gz	ERS18383046				
TE_4.6-1	TE_4.6-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,38	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.6-1_1.fq.gz	ERS18383047				
TE_4.6-2	TE_4.6-2	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	2	0,42	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.6-2_1.fq.gz	ERS18383048				
TE_4.7-1	TE_4.7-1	yes	yes	no	no	yes	LE_2n	TE4	blue	WS_2n	West_Siberia_2n	68.79245	77.68399	2	3	0,48	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_4.7-1_1.fq.gz	ERS18383049				
